NAMES
LOWER FAT
FLANK
DAIQUIRI
MADE W/ ENR FLR
LOAF
SOCKEYE
WITH SALT
SOL & LIQ
STUFFED CRUST
LIP OFF
HOME-PREPARED
LIQ CON
ORANGE
ENRICHED
FRUIT VAR
SHRT LN
CROISSANT
ROLLED
YEL POND LILY (KLAMATH)
HERSHEY
RED-CAL
OATMEAL SQUARES
TURNIP GRNS&TURNIPS
TENDERLOIN STK
OIL
BLADE (STEAKS)
EXTERNAL FAT ONLY
OVEN-HTD
CLUB CRACKERS
DEN CUT
BRKFST TYPE
UNDER BLADE CNTR STEAK
SALTED&FERMENTED (FUYU)
ALCOHOLIC BEV
OVALTINE
EX HVY SYRUP PK
EYE RND
SPINY LOBSTER
TURKEY BREAST (SMOKED
FLAV
PIGEON PEAS (RED GM)
TARO SHOOTS
TILEFISH
IRON
AL GDS
TRAIL MIX
COOKED
CROISSANTS
VITASOY USA AZUMAYA
"1/4""FAT"
FISH OIL
FIGS
PASTA
CROUTONS
CHINESE RESTAURANT
DRND SOL
NA
RIB EYE STK/RST
VEG BF SOUP
NEW ZEALAND SPINACH
HYACINTH-BEANS
SLICED
BUTTERFISH
CELERIAC
BLADE
KASHI
CHICK GUMBO
BTTM RND
COFFEECAKE
TORTILLA
SPLIT
BBQ
UND BL CNTR STK
BROADBEANS (FAVA BNS)
CHUCK EYE RST
BNLS
APPLE JUC
DHA&ARA
ABALONE
POP-TARTS MINI CRISPS
COOKIES
FULL RUMP
AU JUS
PREP FROM MIX
BACK RIBS
PAN-BRL
ZUCCHINI
DISHCLOTH (TOWELGOURD)
HOME RECIPE
W/ ADDED OIL
SHANK OFF
BOLTED
STRIPLOIN
LETTUCE
STURGEON
TUNA
RIBEYE PETITE RST
SESAME BUTTER
SPAGHETTIOS ORIGINAL
W/EGG
TENDERLOIN RST
FULL CUT
W/ VIT C
SWEET POTATO
PITA CRISPS
BREAD
KOHLRABI
POPPYSEED
OIL-POPPED
RICE BRAN
ALL
SPICES
LT OR DK MEAT
MELONS
RIBEYE PETITE ROAST/FILET
SWT
ALL VAR
 W/IRO
BURDOCK ROOT
SUCKER
ICE CRM SNDWCH
PIGEONPEAS
PANCREAS
GROUND
LOIN CHOP
MINCED
10% PROT
WHEATENA
ABBOTT
PINA COLADA
TOSSED
MOTHER'S
SNDWCH
SOFT SERVE
TOMATO JUC
ITALIAN DRSNG
SIRL CHOPS
FORM BAR
BRLD
GRAPE LEAVES
RIBEYE FILET
BRUSSELS SPROUTS
CHEESE
PORTABELLA
OYSTER STEW
BAKER'S
 ENFA
BOLAR BLADE
CARBONATED BEV
SHORTENING FRYING (HVY DUTY)
PREP W/H2O
TACO SHELLS
LOW-FAT
PACKED IN TOMATO JUC
NECK CHOPS
CAULIFLOWER
CNTR RIB (CHOPS OR ROASTS)
LEG
GRAPES
SUGARS
PORTAGEN
ALLGRD
CREAM
SALSA
ICE TYPE
PROTEIN SUPP
SWISS
RAISIN
KIDNEYS
POPEYES
LO CAL
NO CHS
CHILLED
FLAT HALF
DK MEAT
COMP OF RTL CUTS (LOIN&SHLDR BLADE)
CHERRY
W/CA
YAM
COOKIE
TOMATO BISQUE
PIZZA
GRANOLA BAR
W/ IRON
LO NA
EXTRUDED
W/VEG
UNTREATED
ADZUKI
BANANA
KELLOGG'S FRSTD MINI-WHEATS
SKN FROM WHL
EX LN&REG
TOFU
1 MINUTE
BORAGE
GARLAND
JUICE SMOOTHIE
SPLEEN
NOT BREADED
MACARONI OR NOODLES W/ CHS
HOMESTYLE CHICK NOODLE SOUP
RUM
(POKE)
RAINBOW CHOC CHIP COOKIES
MEAT & SKN W/ BRDING
ORIGINAL & VANILLA
STWD
PUMPKIN&SQUASH SD KRNLS
MACARONI
SCALLOP
ENGLISH MUFFINS
HAM W/ NAT JUCS
PRAIRIE TURNIPS
CHICK NOODLE
CHILI
JUTE
V8 V. FUSION JUICES
INSIDE STRIP
GIRL SCOUTS
TODDLER
SKNLSS
"DOMINO'S 14"" PEPPERONI PIZZA"
MUSHROOMS
VEG OIL SPRD
CORN GRITS
LN & FAT
 GERBER
CULTURED
ARCHWAY HOME STYLE COOKIES
BLACK TURTLE
RACK - PARTLY FRENCHED
PEARS&PNAPPL
ALASKA
FAST FOODS
UNBLEACHED
MADE FROM DRIED POTATOES
FAST FD
FAT FREE
CORN GRAIN
SIRLOIN (CHOPS OR ROASTS)
BREYERS
NUT CRISP CRACKERS
FISH
GRAPEFRUIT
MARS SNACK US
UNPREP
TOSTADA
PRECKD OR INST
"PIZZA HUT 12"" PEPPERONI PIZZA"
SOYMILK
CHOCOLATE-COATED
WATER
JACKFRUIT
SIMIL
MATURE SEEDS
PREP W/ H2O
ARROWHEAD
NAAN (INDIAN BREAD)
NAVY
HONEY MUSTARD
PEELED
MILLET
GRAPE JUC
PAR FR
HUSH PUPPIES
11 GRAMS PROT PER 8 OZ
PRESSED
EGGO
LATE HARVEST
SESAME)
CROAKER
UNBLANCHED
VAR MEATS&BY-PRODUCTS
SMOKED (ALASKA NATIVE)
TOP BLADE
CANOLA
BROCCOLI
FRENCH
THIGH
OIL RSTD
HAMBURGER; SINGLE
HERRING
MANUFACTURING BF
FRSTD STRAWBERRY
INDUSTRIAL
HUMMUS
GLUTINOUS
SHDR TNDR
ROSEMARY
SPARERIBS
CAMPBELL'S HEALTHY REQUEST
CHOCOLATE
BACK
MOCK TENDER STK
LINOLEIC
MICROWAVED
HOMEMADE
SKN
SHLDR CLOD
WO/ ADDED VIT C
LUPINS
MUTTON
&CHILI PEPPERS
CRM OF SHRIMP
W/BANANAS
FARINA
DECAFFEINATED
FREEZE-DRIED
CHICKEN
CHEERIOS
SEA LION
MXD FLAVORS
IN-STORE BAKERY
STARBURST FRUIT CHEWS
ALL-PURPOSE
W/ SUGAR
CANDIES
"PIZZA HUT 14"" PEPPERONI PIZZA"
VITASOY USA ORGANIC NASOYA
AMERICAN
WAFFLERS
BF NOODLE
BAMBOO SHOOTS
PUMPKIN
CHOC MARSHMLLW
TUB
TREE FERN
GRILLED
WINE
ARM POT RST
ARM PICNIC
ITALIAN
SOUTHERN KITCHEN
OATS
EGG CUSTARD
HOMINY GRITS
APRICOT W/TAPIOCA
YEL
STEAM MEAL
RUSSET
CRESS
INFANT
CITRUS FLAVOR
OTHER THAN ALL BUTTER
COTTONSEED FLR
SIRLOIN (CHOPS)
CHOICE
CHERRIES
SARDINE
FILLED
PORK SAUSAGE
SESBANIA FLOWER
FISH SNDWCH
POINT HALF
NO SGR ADDED
CHCK
RED FAT
PINTO
HARD
SQUAB
FAN FILLET
SNAP
REG CRUST
APPLESAUCE
WO/PNUTS
3-5 LB RST
PITTED
OSTRICH
MENHADEN
SHORTENING INDUSTRIAL
SALTINES
PIE FILLINGS
97% LN MEAT / 3% FAT
PREP W/ 2% MILK
SALMON
"0"" F"
CAKE-TYPE
FROM KIDS' MENU
RIB
YEL FLESHED
ELK
"1/8""FAT"
ENR
BROWN RICE
PALM
NON-ENHANCED
MEDALLION
EX HVY SYRUP
NETTED SHLDR
BARBECUE FLAV
SYRUP PK
OREGON
MURRAY
COATD
MUFFINS
SANDIES
CRACKERS
PEANUT BUTTER
W/ ARA & DHA
SYRUPS
HAMBURGER OR HOTDOG
CARAMEL CUSTARD
NESTLE
NO SUGAR ADDED
TEMPEH
MOZZARELLA
SLP
HONEY BUNCHES OF OATS
T.G.I. FRIDAY'S
CHOC
SALAMI
FISH FILLET
EX LT SYRUP
SNAC
CHS
CHICK VEG
KELLOGG'S SPL K NOURISH
RICE PILAF FLAVOR
BAKING CHOC
SUPREME TOPPING
PREPARED
HAM
BITE SIZE
ALL FLAVORS XCPT CHOC
PANCAKE
INCL FROM CONC
ALMOND
M&M MARS
PAN CRUST
VITAMINS A & D
HALIBUT
LIPON
USDA CMDTY
BNLESS
PALM KERNEL (HYDROGENATED)
WHALE
WHITING
VINEGAR
RASPBERRIES
SPL DIETARY
RTL CUTS
BTLD
GRAVY
PUMPERNICKEL
SALTED
CUCUMBER
WING
BEAR
OYSTER BLADE
CAPONS
RUMP CENTRE
WHEATABLES
ASSORTED FLAVORS
JUC TYPE
WO/ ADDED VIT A & VIT D
COMP OF CUTS
SOY PROT ISOLATE
RTH
KASHI GOLEAN
AU GRATIN
CND ENTREE
"0"" FAT"
CRL
(BULB&LOWER LEAF-PORTION)
SPAGHETTI & MEATBALLS
GEWURZTRAMINER
LN ONLY
ROYAL RED
MASA
W/ AR & DH
OCTOPUS
REG PK
SLIMFAST
UNPR
PREP W/ 80% MARGARINE
GRILLE
TOP LOIN PETITE ROAST/FILET
BRISKET POINT END
LT&DK MEAT
PEAS&CARROTS
CHICK FINGERS
LEAVES
MILK BSD
EGGPLANT
INDIAN
PORK & BF
LEG CHOP/STEAK
COCNT CRM
BREWED
MEATLESS
INF FORMU
BREAST
PICKLES
BNL
BRISKET NAVAL END
NO SALT ADDED
WO/ VIT C
GOOD START SUPREME
 GOOD START 2
RST
CRM OF WHT
BANANA BREAD
CHUCK EYE COUNTRY-STYLE RIBS
PLATE
PEPPERS
ZESTA
SLIMFAST SHAKE MIX
NONFAT DRY MILK
MILK
POUND
PREP W/ MARGARINE
WHOLE-WHEAT
W/ NUTS
CKD
OCEAN PERCH
HAM -- H2O ADDED
STEW
ORIGINAL RECIPE
PBM PRODUCTS
DEHYD (LO MOIST)
FORMULATED BAR
SPAGHETTI W/ POMODORO SAU
LEMON-FLAVORED
CRANBERRY-APPLE JUC DRK
BEEF
W/ ADDED VIT A & VITAMIN D
SPANISH
MOCK TENDER STEAK
VACUUM PK
LEEKS
TURKEY FROM WHL
MEAD JOHNS
 SIMIL
 SOY
 POW
BATTERED OR BREADED
LT SYRUP
KRNLS ON COB
BF BROTH OR BOUILLON
MXD VEG
"0""FT"
SALT ADDED IN PROC
SOL&LIQUIDS
CASCADIAN FARM
NONFAT OR FAT FREE
PREPARED-FROM-RECIPE
SQUARE-CUT SHLDR CHOPS
WHISKEY SOUR MIX
NOT RECO
INST OATMEAL
ORANGE JUC
USDA CMDTY PEARS
PRTRHS STK
FRUIT PUDD
SELF-RISING
MACKEREL
OATMEAL
DRY
ORANGE DRK
BEARDED (OOGRUK)
SUN-DRIED
MILK SHAKES
SIRLOIN (ROASTS)
BROILER
AGAVE
CHOPD
SMMR
MEAT&SKN
WATERCHESTNUTS
PEACH COBBLER
GINKGO NUTS
FLESH
CRUDE
MEAT OLY
SCOTCH
DOLPHINFISH
CRM OF ONION
BOILED
85% LN MEAT / 15% FAT
PNUT BUTTER
LO SALT
LOFAT
CANNED
ON THE BORDER
TP LN STK
EGG CUSTARDS
BUCKWHEAT GROATS
"1/8"" FT"
HEARTS OF PALM
FAST RSTD
TOP RND STK
TOPPINGS
VANILLA FLAVOR
OUT RND
GRSSFD
HI OLEIC
KELLOGG'S RICE KRISPIES
7% FAT
PROT FORT
BRISKET
RB
W/SUGAR
YEAST-LEAVENED
LENTILS
VEG
BARBECUE
SHORT-GRAIN
COCOA MIX
W/ ASPRT
CONFECTIONER'S COATING
VIT A & VIT D
DRIED
GROUPER
NEW ENGLAND CLAM CHOWDER
LEG SIRLOIN TIP RST
NEST
PLUMS
CINNAMON-RAISIN
CHS & LETTUCE
FUDGE SHOPPE
RAW (NORTHERN PLAINS INDIANS)
BUTTERBUR
PINEAPPLE JUC
LRG END (RIBS 6-9)
WHEAT FLR
TRI-TIP RST
DRY MIX
SHLDR STEAK
HADDOCK
 MEAD JOHNS
RISING CRUST
INST
HAM W/ NAT JUICS
W/HONEY
 ABBOTT NUTR
LIGHT
KUDOS WHL GRAIN BARS
STOMACH
HOUSEHOLD
POTHERB
HIND SHIN
SOYMILK (ALL FLAVORS)
60% FAT
VAR MEATS & BY-PRODUCTS
JR
95% LN MEAT / 5% FAT
ANCHOVY
WHITE (INDUSTRIAL)
OKRA
BELUGA
MAYO
RAISINS
 ABB NUT
MAGIC MIDDLES FUDGE FILLED COOKIES
WALLEYE
GREEN
CORNISH GAME HENS
PROTECT PLUS
MANHATTAN CLAM CHOWDER
BISCUIT SCRAMBLERS
COOKIE-TYPE
NOT RECON
PISTACHIO NUTS
MECHANICALLY DEBONED
RINGED
INSDE SKRT
REGULAR
TLC
CRM OF MUSHROOM
PECTIN
RAW (SHOSHONE BANNOCK)
SEA BASS
SWTND
RACK - FULLY FRENCHED
COMM
SHIITAKE
BROADBEANS
ENFA
TOMATO SOUP
YOUNG PODS W/SEEDS
BROWN&SERVE
WHL (ARM&BLD)
VANILLA WAFER
CINN
USDA SEL
PILLSBURY
PATE
SHORTBREAD
PIECES
W/ SKN (ALASKA NATIVE)
TARO
CORN FLR
SUCCOTASH
SIMMRD
MAPLE & BROWN SUGAR
SPANISH RICE MIX
BACON
VEGETABLES
UNENR
BLADE (CHOPS OR ROASTS)
 RTF
DUCK
SOUP
TURKEY HAM
T-BONE STEAK
MEAT
APPLE
MARS SNACKFOOD US
GRL
70% LN MEAT / 30% FAT
DIGIORNO PIZZA
EUROPEAN
LASAGNA W/ MEAT & SAU
BF & VEG
K TYPE
SQUARE-CUT SHLDR
WHL (RIBS 6-12)
 ABBO NUTR
FRUIT DSSRT
VIRGINIA
BROWNIES
FAST FRIED
W/SALT
DISTILLED
APPLSAUC&APRICOTS
WILD (NORTHERN PLAINS INDIANS)
FROM WHL BIRD
OSSO BUCO
FULL-FAT
SHANK
CHEESEBURGER; DOUBLE
SPOT
OYSTER
WHL WHEAT
SOL&LIQ
E
GRASS-FED
CHEEZ-IT
SHRIMP
BLADE (CHOPS)
NANCE
PEARS
ORIENTAL
HORSE
MULTIGRAIN CRACKERS
VODKA
 RAW
OLD FASHIONED ICED OATMEAL COOKIES
CHIVES
STELLER
FUDGE STRIPES
UNSALTED
FORE-SHANK
GIBLETS
BLADE RST
CHOC CHIP
NONFAT
CHINESE
GIZZARD
TURNIP GRNS
LINK/PATTY
COTTAGE
LRG PATTY; PLN
SQUIRREL
PNUT BUTTER SNDWCH
BLADE ROLL
CHK EYE RST
KELLOGG'S SPL K
PIE
DSSRT
WINGED BNS
ME JOHNS
VEGETARIAN VEG
MOIST HEAT
 GRANO BAR
MAYONNAISE
NUTRI-GRAIN FRZ FRUIT PIZZA
BANANA CRM
LN & FT
BAGEL
TRADITIONS
CND IN OIL
ANTELOPE
FROM KID'S MENU
PLUMS W/TAPIOCA
TOASTER PASTRIES
INSIDE SKIRT
MACADAMIA NUTS
LRG PATTY; W/ CONDMNT
CHICK TENDERS
SNACK MIX
SIRLOIN
LN
STANDARD-TYPE
BALSAM-PEAR (BITTER GOURD)
BASS
HAM (H2O 
93% LN MEAT / 7% FAT
COND
CRUNCHY THIN CRUST
SUNDAE
SOL & LIQUIDS
GRAPEFRUIT JUC
SOBA
NUTRAMIGEN
PARSNIPS
TOP SIRLOIN FILET
CUBE ROLL
PLAIN
 CHOICE
BREAST MEAT
SALT NOT ADDED IN PROC
LAMBSQUARTERS
CONTAINS SUGAR & SUCRALOSE
JAPANESE
84% LN / 16% FAT
NZ
SWEET POTATO LEAVES
UNFORTIFIED
NORTHERN
"0"" FT"
93% LN
CKD W/H2O
HASH BROWNS
BRATWURST
GOAT
REFRIED BNS
ALASKA KING
LEMON MERINGUE
SOMEN
GRILLD
BUTTERNUT
2% MILKFAT
TOP SIRLOIN
UND BL POT RST
ORANGES
"PIZZA HUT 14"" CHS PIZZA"
CND
SOYBN
SOUP)
NO SALT
CORN
ARROWROOT
WHOPPER
HTD OVEN
WHEY
YEAST
ASPARAGUS
INTERMUSCULAR FAT
WORTHINGTON FOODS
CHOKECHERRIES
LASAGNA
NON-ALCOHOLIC
CLUB
DICES
CAMPBELL'S SOUP ON THE GO
SOFT-SERVE
YARDLONG BEAN
WENDY'S
SWTND W/SUGAR
GARDEN
FORT W/ VIT D
ALL FLAVORS
W/ ADDED VITAMIN D
HIGHER FAT
UNCKD
(PIGEON)
TORTILLA CHIPS
"1/8""FT"
SAUSAGE TOPPING
TAHINI
DEHYD
POULTRY
PLATE STK
FLUFFY
LEG (TOP RND)
APRICOT NECTAR
GOOSEBERRIES
IMITN
FIRM
TOD
VEG&DUMPLINGS&BF
NOT CHOC
DOM
CINN W/CRUMB TOPPING
EGG
SYRUP
UNDIL
REFR DOUGH W/FRSTNG
CHOC COVERED
TRIPE UNCKD
STOVE-TOP
TOP RND STEAK
FAT
NEXT STEP
PNUT BUTTER ON TOASTY CRACKERS
KELLOGG
TOMATO
W/ ADDED NUTR
BLUE
FLAKED
CASHEW BUTTER
CHICK W/ DUMPLINGS
NO-BAKE TYPE
OSCAR MAYER
MEAL REPLCMNT
HIND-SHANK
SNACK
DILL WEED
HEALTHY REQUEST
W/ IRO
DRND SOL W/BONE
HVY SYRUP
WO/SALT
MINESTRONE SOUP
PUMPKIN LEAVES
MIX
FIBER ONE 80 CAL
LEMONADE
RAMEN NOODLE
20% FAT
REST-PREP
MACARONI&CHS
MEAT & SKN & BREADING
SKINLESS
DOUBLE WHOPPER
SPAGHETTI
BRST
POST
MED
PRE-BASTED
ALL (GIN
GREEK
WGYU
APPL
DK CHOC
LEAFY TIPS
MULTIGRAIN
FLIPSIDES
ONION
PREP FROM RECIPE WO/FRSTNG
MEAT & SKN W/ BREADING
RICE CAKES
LOW FAT
TAP
SALAD OR COOKING
RICOTTA
DOMESTICATED
AMERICA'S BF RST
 PROTECT PLUS
BANANAS W/TAPIOCA
MALTED DRK MIX
LN&FT
AUST. MARBLE SCORE 9
TABLE
KLONDIKE
 CHNKY MICRO BOWL
ENF
 RW
VEG CHICK
CANADIAN BACON
SANDWICH SPREAD
NOPALES
BNE-IN
CATFISH
STABILIZED
AIR-POPPED
SUNFLOWER SD BUTTER
GERBER GOOD START 2
BOSTON (ROASTS)
CHC
RED SUGAR
FLUID
MCDONALD'S
SMOKED
PORK LOIN
FORMULATED
KASHI PIZZA
W/ HI VIT C
CAMPBELL'S CHUNKY SOUPS
BEVERAGES
BREADED&FRIED
GENTLE PLUS
BKD
BTTRMLK
SML END (RIBS 10-12)
QUICK
PAN-FRIED
WAGYU
WHL MILK&BUTTER
LT SYRUP PK
BF
ORIGINAL
POPPY
STRAWBERRY)
SUPPER BAKES MEAL KITS
PREP W/ WHL MILK
ALL GRD
POTATO
BURRITO
NUGGETS
PREGO PASTA
SOUR CREAM
PRE-COOKED
LIGHTLY SALTED
NON-CARBONATED
SPL K
ONION RINGS
PECAN
LRG PATTY; W/ CONDMNT & VEG
HOMINY
QUINOA
DOUGHNUTS
NAKED JUC
SWEET ROLLS
SOYBEANS
SCALLPD
W/ ADDED VIT A & D
PASTE
STR
BATTER
LN&FAT
SHANK HALF
COMP OF RTL CUTS
W/ SALT
BUFFALO
TAPIOCA
BLADE CHOP
ANIMALS
TOMATOES
KIPPERED
PIKE
CRUMBLES
FORMULAT BAR
RYE FLOUR
PASTRAMI
CHILI BF
BRSD
CREAMY
ENG MUFFIN
TROUT
BLUE CORN
WHITE POPCORN
BARLEY
MADE W/MARGARINE
EEL
PNUT
LARD&VEG OIL
CLOD
COFFEE
ITALIAN STYLE
CITRUS FRUIT JUC DRK
H2O PK
(GLOBE OR FRENCH)
3-2-1 PLAN
FAT FREE)
ME JO
W/LAURIC ACID OIL
RED FAT CRACKERS
MOUSE NUTS
PREP W/ EQ VOLUME H2O
FORDHOOK
THICK CRUST
BNLES
LOBSTER
PREMATURE
SHLDR BREAST
GOOD START ESSENTIALS SOY
80% FAT
SUGAR FREE
BEEF SAUSAGE
(PARTIALLY HYDROGENATED)
BREADED & FRIED
10 GRAMS PROT PER 8 OZ
SHARK
UNDBL CNTR STK
CRM OF ASPARAGUS
INF FORMULA
BREAD STUFFING
RICE
FRCH FR
CLOD RST
FIBER ONE
CUTLET
BNLSS
&SPARERIBS)
PRETZEL CRACKERS
"1"" STEAK"
FARMED
RTE
DRIED (ALASKA NATIVE)
SWTND W/ LO CAL SWTNR
MEAT & SKN
MUSHROOM
HORMEL ALWAYS TENDER
FLAT
RED
AL GRDS
TONGUE
PREP FROM RECIPE
CHOC COATD
HOLIDAY
PATTIES
TANGERINES
JUICE
EASTERN
UNSWTND
BLUEFIN
MXD
CHEESEBURGER; SINGLE
GRIDDLE CAKE SNDWCH
&BF SAUSAGE
FRIED
BAKER'S TREASURES
TOP LOIN PETITE RST
MRBLSCR 4/5
HI-FAT OR BRKFST
GRIPZ
NACHO-FLAVOR
CHARD
TENDERLOIN STEAK
SOY MEAL
CHIMICHANGA
(TENDERGREEN)
TOWN HOUSE
TURNIPS
PORK&BF
BOX MIX W/ CHS SAU
W/ ADDED CA
POLLOCK
RIB EYE RST
LRG DEEP DISH CRUST
SAUTEED
TIP RND
11.5% PROT
MUNGO BNS
W/ SKN
"0"" FA"
CTTNSD
EMU
GOURD
REFR DOUGH
FAMILY STYLE
PLN OR BTTRMLK
ALL GR
PREP W/ TAP H2O
SHRT RIBS
DRIED (DESICCATED)
RUMP HALF
FRUIT
HOME PREP
MELBA TOAST
TIP SIDE
SHORTENING
POPOVERS
 W/IRON
DEFATTED
SHNK OFF
V8 SPLASH
TOP SIRLOIN CAP STEAK
POKEBERRY SHOOTS
BEVERAGE
MEAT ONLY
MUSTARD SPINACH
YELLOW
PAST PROCESS
FRANKFURTER
SKN (DRUMSTICKS & THIGHS)
LIPIL
MEAT & POULTRY
WHITEFISH
COLESLAW
PRE-SLICED
TOP RND
DANNON OIKOS
FROSTINGS
CANADIAN CULTIVATED EMI-TSUNOMATA
WHEAT BRAN
IMP
PUDD
FUDGE STKS
PREPACKAGED
SANDWICH-TYPE
RINSED IN TAP H2O
LATINO
CHUNKY
CHICK
PEPSICO QUAKER
SPELT
CLAM CHOWDER
DATES
CHEESE-FLAVOR
SUNFLOWER
CHUNKY MICRO BOWLS
CHOC SNDWCH
RICE & VERMICELLI MIX
FRENCH FR
TOP LOIN STEAK
WNTR
FAMOUS AMOS
CALIFORNIA
TURKEY
CAMPBELL'S CHUNKY
LUNCHEON MEAT
COWPEAS (BLACKEYES)
VIENNA FINGERS W/ CREME FILLING
SALMON NUGGETS
WINTER
CLD
TABLETOP
 ENFAGROW
PLATE STEK
IN SKN
BOYSENBERRIES
MIXED-GRAIN
QUAKER MULTIGRAIN OATMEAL
TAHITIAN
COMMON
CRAYFISH
POWDERED
JUMBO FUDGE STKS
PAN-BROILED
BURBOT
DEGERMED
RTB OR -FRY
HOT CHILI
HONEY NUT CHEERIOS
WHELK
PIE CRUST
MATURE
AL GRD
CHINESE (PAK-CHOI)
SALSIFY
 FOR SPIT UP
ALL CLASSES
LIVER
W/VIT C
SHORTRIBS
GRLD
GREAT NORTHERN
ANGELFOOD
CAMPBELL'S RED&WHITE
DOCK
GRAHAM CRACKERS
SWEETENERS
BEAR NAKED NUT CLUSTER CRUNCH
75% LN MEAT / 25% FAT
AUSTIN
VEG SOUP
CHUCK
QUAIL
SWEET
BOWHEAD
FRESH-REFRIGERATED
CATJANG
DANISH PASTRY
RADISHES
ARTICHOKES
UNHTD
NOODLES
CHOC CREME SNDWCH COOKIES
CHICK-FIL-A
SLCE
KFC
LING
 PDR
W/BF&CHS
CNTR LOIN (CHOPS)
ENERGY DRK
STRAWBERRY BANANA
W/BNS
 CH
EYE
MARGARINE-LIKE
TOP LOIN FILET
TSTD
PRETZELS
THICK & FLUFFY
CHOCOLATE SYRUP
VEAL
SILKEN
"DOMINO'S 14"" SAUSAGE PIZZA"
RESTAURANT
CHS RAVIOLI W/ MARINARA SAU
DRUM
LO IRON
72% LN / 28% FAT
SOFT
PINE NUTS
TOP SIRLOIN CAP STEK
WHL (SHK&SIRL)
SUNFLOWER SD KRNLS
PRUNES
SINGLE BRAND
FRUIT-FLAVORED DRK
 ENFAMI
FLAVORS OTHER THAN CHOC
GLAZED
REFR
SINGLE SERVE
PRK
PEPPERONI TOPPING
AUS
PIMENTO
PEAS
LRG
SMART SOUP
SHREDDED
DRY FORM
 AR LIPIL
CHILD FORMULA
CREME-FILLED
WO/CA PROP (INCL SOURDOUGH)
PECANS
LIP-ON
PINK&RED
"0""FAT"
WO/ SALT ADDED
WHL
COMMLY PREP
DENNY'S
STK
